Task ID: a7b04366-9352-4547-9df8-600875d43431 | Time: 2023-12-24T02:10:58.778449800 | Error: Could not roll back JPA transaction
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.575138700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 988 */ '22231826683' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.577137400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 989 */ '22231837375' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.580136800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 990 */ '22231718560' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.583135300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 991 */ '22231726385' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.587132 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 992 */ '22231738995' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.591129 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 993 */ '22231615960' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.600122900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 994 */ '22231623652' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.604121600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 995 */ '22231631079' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.613115400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 996 */ '22231513971' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.616114200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 997 */ '22231523788' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.621111700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 998 */ '22231530816' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.626107200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 999 */ '22231416509' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.628106400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 1000 */ '22231427955' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.631104400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 1001 */ '22231439324' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.637100500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 1002 */ '22231318988' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.641098800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 1003 */ '22231321901' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.647095200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 1004 */ '22231331359' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.651093100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 1005 */ '22231214033' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.653091200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 1006 */ '22231223384' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.657088800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 1007 */ '22231234703' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.660086500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 1008 */ '22231119308' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.662085500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 1009 */ '22231126175' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.664083900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 1010 */ '22231133224' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.667082300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 1011 */ '22231010631' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.670080200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 1012 */ '22231020412' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.673077200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 1013 */ '22231030968' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.675078100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 1014 */ '22230918445' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.678074700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 1015 */ '22230923880' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.680074500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 1016 */ '22230939786' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.683072400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 1017 */ '22230819735' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.685070500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 1018 */ '22230820604' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.687070200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 1019 */ '22230836891' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.690067100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 1020 */ '22230716260' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.692069 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 1021 */ '22230723085' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.694069600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 1022 */ '22230735618' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.697065800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 1023 */ '22230619337' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.699062600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 1024 */ '22230629824' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.701061100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 1025 */ '22230631715' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.703059400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 1026 */ '22230510647' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.705057800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 1027 */ '22230527919' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.707056700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 1028 */ '22230531322' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.709055500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 1029 */ '22230419032' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.711054100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 1030 */ '22230422368' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.712054400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 1031 */ '22230435335' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: 8495b432-efdd-4b8e-91cc-c31095fa2e55 | Time: 2023-12-24T03:32:52.715053200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 1032 */ '22230318427' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
